tumbol_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,sum_rain_y
100804.0,0.0,3.22,16.18,19.3,59.27,2.55,12.94,16.5,34.58,2.94,158.62,30.09,129.41,97.09,53.3,71.72,41.18,57.82,77.66,74.6,105.12,151.22,48.82,76.94,116.46,116.78,254.83,258.79,32.25,69.0,6.67,74.11,122.34,25.0,1.6,0.0,2418.9
100805.0,0.0,3.22,16.18,19.3,59.27,2.55,12.94,16.5,34.58,2.94,158.62,30.09,129.41,97.09,53.3,71.72,41.18,57.82,77.66,74.6,105.12,151.22,48.82,76.94,116.46,116.78,254.83,258.79,32.25,69.0,6.67,74.11,122.34,25.0,1.6,0.0,2418.9
100905.0,0.0,3.52,18.21,20.67,61.17,4.54,13.54,21.36,41.67,4.51,167.7,25.9,174.94,90.94,25.4,46.83,28.21,37.3,86.31,65.99,66.46,133.21,35.92,56.94,94.2,97.29,263.02,329.46,36.55,90.96,7.15,81.04,143.62,39.23,1.23,0.0,2414.9900000000002
101001.0,0.0,5.01,16.19,17.16,56.64,2.16,11.98,11.72,31.48,1.2,158.92,36.34,80.91,100.12,80.28,95.0,48.04,68.17,65.05,73.5,132.64,155.8,55.61,94.83,124.66,109.52,216.96,175.3,22.08,42.89,5.34,61.88,88.72,11.47,2.04,0.0,2259.609999999999
101002.0,0.0,5.01,16.19,17.16,56.64,2.16,11.98,11.72,31.48,1.2,158.92,36.34,80.91,100.12,80.28,95.0,48.04,68.17,65.05,73.5,132.64,155.8,55.61,94.83,124.66,109.52,216.96,175.3,22.08,42.89,5.34,61.88,88.72,11.47,2.04,0.0,2259.609999999999
101101.0,0.0,5.24,16.56,20.01,60.7,4.78,14.33,15.08,35.54,2.07,160.66,31.41,125.34,113.44,62.86,81.99,41.87,61.98,80.65,77.17,103.17,163.16,56.3,83.86,119.97,110.7,240.79,242.47,26.75,63.19,5.03,72.4,115.26,25.55,2.1,0.0,2442.3800000000006
101102.0,0.0,5.24,16.56,20.01,60.7,4.78,14.33,15.08,35.54,2.07,160.66,31.41,125.34,113.44,62.86,81.99,41.87,61.98,80.65,77.17,103.17,163.16,56.3,83.86,119.97,110.7,240.79,242.47,26.75,63.19,5.03,72.4,115.26,25.55,2.1,0.0,2442.3800000000006
101103.0,0.0,5.24,16.56,20.01,60.7,4.78,14.33,15.08,35.54,2.07,160.66,31.41,125.34,113.44,62.86,81.99,41.87,61.98,80.65,77.17,103.17,163.16,56.3,83.86,119.97,110.7,240.79,242.47,26.75,63.19,5.03,72.4,115.26,25.55,2.1,0.0,2442.3800000000006
101104.0,0.0,5.24,16.56,20.01,60.7,4.78,14.33,15.08,35.54,2.07,160.66,31.41,125.34,113.44,62.86,81.99,41.87,61.98,80.65,77.17,103.17,163.16,56.3,83.86,119.97,110.7,240.79,242.47,26.75,63.19,5.03,72.4,115.26,25.55,2.1,0.0,2442.3800000000006
101105.0,0.0,5.24,16.56,20.01,60.7,4.78,14.33,15.08,35.54,2.07,160.66,31.41,125.34,113.44,62.86,81.99,41.87,61.98,80.65,77.17,103.17,163.16,56.3,83.86,119.97,110.7,240.79,242.47,26.75,63.19,5.03,72.4,115.26,25.55,2.1,0.0,2442.3800000000006
101106.0,0.0,5.24,16.56,20.01,60.7,4.78,14.33,15.08,35.54,2.07,160.66,31.41,125.34,113.44,62.86,81.99,41.87,61.98,80.65,77.17,103.17,163.16,56.3,83.86,119.97,110.7,240.79,242.47,26.75,63.19,5.03,72.4,115.26,25.55,2.1,0.0,2442.3800000000006
101203.0,0.0,3.52,18.21,20.67,61.17,4.54,13.54,21.36,41.67,4.51,167.7,25.9,174.94,90.94,25.4,46.83,28.21,37.3,86.31,65.99,66.46,133.21,35.92,56.94,94.2,97.29,263.02,329.46,36.55,90.96,7.15,81.04,143.62,39.23,1.23,0.0,2414.9900000000002
101204.0,0.0,3.52,18.21,20.67,61.17,4.54,13.54,21.36,41.67,4.51,167.7,25.9,174.94,90.94,25.4,46.83,28.21,37.3,86.31,65.99,66.46,133.21,35.92,56.94,94.2,97.29,263.02,329.46,36.55,90.96,7.15,81.04,143.62,39.23,1.23,0.0,2414.9900000000002
101301.0,0.0,3.52,18.21,20.67,61.17,4.54,13.54,21.36,41.67,4.51,167.7,25.9,174.94,90.94,25.4,46.83,28.21,37.3,86.31,65.99,66.46,133.21,35.92,56.94,94.2,97.29,263.02,329.46,36.55,90.96,7.15,81.04,143.62,39.23,1.23,0.0,2414.9900000000002
101302.0,0.0,3.52,18.21,20.67,61.17,4.54,13.54,21.36,41.67,4.51,167.7,25.9,174.94,90.94,25.4,46.83,28.21,37.3,86.31,65.99,66.46,133.21,35.92,56.94,94.2,97.29,263.02,329.46,36.55,90.96,7.15,81.04,143.62,39.23,1.23,0.0,2414.9900000000002
101303.0,0.0,3.52,18.21,20.67,61.17,4.54,13.54,21.36,41.67,4.51,167.7,25.9,174.94,90.94,25.4,46.83,28.21,37.3,86.31,65.99,66.46,133.21,35.92,56.94,94.2,97.29,263.02,329.46,36.55,90.96,7.15,81.04,143.62,39.23,1.23,0.0,2414.9900000000002
101401.0,0.0,2.92,14.15,17.93,57.37,0.56,12.33,11.64,27.5,1.36,149.54,34.28,83.87,103.25,81.19,96.62,54.15,78.34,69.01,83.2,143.77,169.24,61.71,96.94,138.72,136.27,246.63,188.11,27.95,47.04,6.2,67.18,101.07,10.78,1.97,0.0,2422.79
101501.0,0.0,1.87,12.09,19.25,66.81,4.01,15.94,24.21,35.23,5.64,153.06,22.04,194.27,99.85,31.94,45.86,29.89,31.06,76.67,69.18,62.45,129.53,36.16,52.04,109.13,100.33,281.54,370.56,56.18,110.43,9.8,89.45,148.54,53.71,1.08,0.0,2549.7999999999997
101502.0,0.0,1.87,12.09,19.25,66.81,4.01,15.94,24.21,35.23,5.64,153.06,22.04,194.27,99.85,31.94,45.86,29.89,31.06,76.67,69.18,62.45,129.53,36.16,52.04,109.13,100.33,281.54,370.56,56.18,110.43,9.8,89.45,148.54,53.71,1.08,0.0,2549.7999999999997
101503.0,0.0,1.87,12.09,19.25,66.81,4.01,15.94,24.21,35.23,5.64,153.06,22.04,194.27,99.85,31.94,45.86,29.89,31.06,76.67,69.18,62.45,129.53,36.16,52.04,109.13,100.33,281.54,370.56,56.18,110.43,9.8,89.45,148.54,53.71,1.08,0.0,2549.7999999999997
101504.0,0.0,1.87,12.09,19.25,66.81,4.01,15.94,24.21,35.23,5.64,153.06,22.04,194.27,99.85,31.94,45.86,29.89,31.06,76.67,69.18,62.45,129.53,36.16,52.04,109.13,100.33,281.54,370.56,56.18,110.43,9.8,89.45,148.54,53.71,1.08,0.0,2549.7999999999997
101505.0,0.0,1.87,12.09,19.25,66.81,4.01,15.94,24.21,35.23,5.64,153.06,22.04,194.27,99.85,31.94,45.86,29.89,31.06,76.67,69.18,62.45,129.53,36.16,52.04,109.13,100.33,281.54,370.56,56.18,110.43,9.8,89.45,148.54,53.71,1.08,0.0,2549.7999999999997
101506.0,0.0,1.87,12.09,19.25,66.81,4.01,15.94,24.21,35.23,5.64,153.06,22.04,194.27,99.85,31.94,45.86,29.89,31.06,76.67,69.18,62.45,129.53,36.16,52.04,109.13,100.33,281.54,370.56,56.18,110.43,9.8,89.45,148.54,53.71,1.08,0.0,2549.7999999999997
101507.0,0.0,1.87,12.09,19.25,66.81,4.01,15.94,24.21,35.23,5.64,153.06,22.04,194.27,99.85,31.94,45.86,29.89,31.06,76.67,69.18,62.45,129.53,36.16,52.04,109.13,100.33,281.54,370.56,56.18,110.43,9.8,89.45,148.54,53.71,1.08,0.0,2549.7999999999997
