PROV_CODE,AMP_CODE,TAM_CODE,PROV_NAMT,PROV_NAME,AMP_NAMT,AMP_NAME,TAM_NAMT,TAM_NAME,PA,PAT,amenity,name,name:th,layer
22.0,4.0,2.0,จันทบุรี,CHANTHABURI,โป่งน้ำร้อน,PONG NAM RON,โป่งน้ำร้อน,PONG NAM RON,2204.0,220402.0,toilets,,,
52.0,12.0,4.0,ลำปาง,LAMPANG,ห้างฉัตร,HANG CHAT,ปงยางคก,PONG YANG KHOK,5212.0,521204.0,toilets,,,
58.0,4.0,1.0,แม่ฮ่องสอน,MAE HONG SON,แม่สะเรียง,MAE SARIANG,บ้านกาศ,BAN KAT,5804.0,580401.0,toilets,,,
55.0,13.0,3.0,น่าน,NAN,สองแคว,SONG KHWAE,ยอด,YOT,5513.0,551303.0,toilets,,,
22.0,3.0,6.0,จันทบุรี,CHANTHABURI,ท่าใหม่,THA MAI,เขาวัว,KHAO WUA,2203.0,220306.0,toilets,,,
21.0,1.0,2.0,ระยอง,RAYONG,เมืองระยอง,MUEANG RAYONG,เชิงเนิน,CHOENG NOEN,2101.0,210102.0,toilets,,,
10.0,7.0,3.0,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,ปทุมวัน,PATHUM WAN,1007.0,100703.0,toilets,ห้องน้ำหลังตึก 55 ปี,,
57.0,13.0,3.0,เชียงราย,CHIANG RAI,เวียงแก่น,WIANG KAEN,หล่ายงาว,LAI NGAO,5713.0,571303.0,toilets,,,
57.0,8.0,1.0,เชียงราย,CHIANG RAI,เชียงแสน,CHIANG SAEN,เวียง,WIANG,5708.0,570801.0,toilets,,,
20.0,4.0,2.0,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,หนองปรือ,NONG PRUE,2004.0,200402.0,toilets,,,
73.0,6.0,14.0,นครปฐม,NAKHON PATHOM,สามพราน,SAM PHRAN,ยายชา,YAI CHA,7306.0,730614.0,toilets,,,
73.0,6.0,14.0,นครปฐม,NAKHON PATHOM,สามพราน,SAM PHRAN,ยายชา,YAI CHA,7306.0,730614.0,toilets,,,
21.0,3.0,5.0,ระยอง,RAYONG,แกลง,KLAENG,กร่ำ,KRAM,2103.0,210305.0,toilets,,,
82.0,4.0,2.0,พังงา,PHANGNGA,ตะกั่วทุ่ง,TAKUA THUNG,กระโสม,KRASOM,8204.0,820402.0,toilets,,,
,,,,,,,,,,,toilets,,,
10.0,28.0,2.0,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,ยานนาวา,YAN NAWA,1028.0,102802.0,toilets,,,
10.0,28.0,2.0,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,ยานนาวา,YAN NAWA,1028.0,102802.0,toilets,,,
83.0,3.0,3.0,ภูเก็ต,PHUKET,ถลาง,THALANG,เชิงทะเล,CHOENG THALE,8303.0,830303.0,toilets,,,
10.0,1.0,7.0,กรุงเทพมหานคร,BANGKOK,พระนคร,PHRA NAKHON,บวรนิเวศ,BOWON NIWET,1001.0,100107.0,toilets,,,
10.0,8.0,4.0,กรุงเทพมหานคร,BANGKOK,ป้อมปราบศัตรูพ่าย,POM PRAP SATTRU PHAI,บ้านบาตร,BAN BAT,1008.0,100804.0,toilets,,,
10.0,8.0,4.0,กรุงเทพมหานคร,BANGKOK,ป้อมปราบศัตรูพ่าย,POM PRAP SATTRU PHAI,บ้านบาตร,BAN BAT,1008.0,100804.0,toilets,,,
10.0,1.0,6.0,กรุงเทพมหานคร,BANGKOK,พระนคร,PHRA NAKHON,เสาชิงช้า,SAO CHINGCHA,1001.0,100106.0,toilets,,,
75.0,1.0,5.0,สมุทรสงคราม,SAMUT SONGKHRAM,เมืองสมุทรสงคราม,MUEANG SAMUT SONGKHRAM,บางแก้ว,BANG KAEO,7501.0,750105.0,toilets,,,
36.0,1.0,19.0,ชัยภูมิ,CHAIYAPHUM,เมืองชัยภูมิ,MUEANG CHAIYAPHUM,ซับสีทอง,SAP SI THONG,3601.0,360119.0,toilets,,,
10.0,1.0,1.0,กรุงเทพมหานคร,BANGKOK,พระนคร,PHRA NAKHON,พระบรมมหาราชวัง,PHRABOROM MAHARATCHAWANG,1001.0,100101.0,toilets,,,
10.0,1.0,1.0,กรุงเทพมหานคร,BANGKOK,พระนคร,PHRA NAKHON,พระบรมมหาราชวัง,PHRABOROM MAHARATCHAWANG,1001.0,100101.0,toilets,,,
10.0,33.0,2.0,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คลองตัน,KHLONG TAN,1033.0,103302.0,toilets,,,
92.0,1.0,18.0,ตรัง,TRANG,เมืองตรัง,MUEANG TRANG,บ้านโพธิ์,BAN PHO,9201.0,920118.0,toilets,,,
50.0,23.0,4.0,เชียงใหม่,CHIANG MAI,แม่ออน,MAE ON,ห้วยแก้ว,HUAI KAEO,5023.0,502304.0,toilets,,,
50.0,1.0,8.0,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,สุเทพ,SUTHEP,5001.0,500108.0,toilets,,,
50.0,3.0,1.0,เชียงใหม่,CHIANG MAI,แม่แจ่ม,MAE CHAEM,ช่างเคิ่ง,CHANG KHOENG,5003.0,500301.0,toilets,,,
50.0,3.0,1.0,เชียงใหม่,CHIANG MAI,แม่แจ่ม,MAE CHAEM,ช่างเคิ่ง,CHANG KHOENG,5003.0,500301.0,toilets,,,
50.0,2.0,3.0,เชียงใหม่,CHIANG MAI,จอมทอง,CHOM THONG,บ้านหลวง,BAN LUANG,5002.0,500203.0,toilets,,,
50.0,14.0,5.0,เชียงใหม่,CHIANG MAI,สันทราย,SAN SAI,สันป่าเปา,SAN PA PAO,5014.0,501405.0,toilets,,,
13.0,2.0,1.0,ปทุมธานี,PATHUM THANI,คลองหลวง,KHLONG LUANG,คลองหนึ่ง,KHLONG NUENG,1302.0,130201.0,toilets,,,
50.0,1.0,7.0,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,ช้างเผือก,CHANG PHUEAK,5001.0,500107.0,toilets,,,
20.0,4.0,2.0,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,หนองปรือ,NONG PRUE,2004.0,200402.0,toilets,,,
20.0,4.0,5.0,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,เขาไม้แก้ว,KHAO MAI KAEO,2004.0,200405.0,toilets,,,
20.0,4.0,5.0,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,เขาไม้แก้ว,KHAO MAI KAEO,2004.0,200405.0,toilets,,,
50.0,6.0,3.0,เชียงใหม่,CHIANG MAI,แม่แตง,MAE TAENG,ขี้เหล็ก,KHI LEK,5006.0,500603.0,toilets,,,
50.0,15.0,11.0,เชียงใหม่,CHIANG MAI,หางดง,HANG DONG,น้ำแพร่,NAM PHRAE,5015.0,501511.0,toilets,,,
19.0,2.0,13.0,สระบุรี,SARABURI,แก่งคอย,KAENG KHOI,ชำผักแพว,CHAM PHAK PHAEO,1902.0,190213.0,toilets,,,
19.0,2.0,13.0,สระบุรี,SARABURI,แก่งคอย,KAENG KHOI,ชำผักแพว,CHAM PHAK PHAEO,1902.0,190213.0,toilets,,,
55.0,13.0,3.0,น่าน,NAN,สองแคว,SONG KHWAE,ยอด,YOT,5513.0,551303.0,toilets,,,
50.0,7.0,10.0,เชียงใหม่,CHIANG MAI,แม่ริม,MAE RIM,ดอนแก้ว,DON KAEO,5007.0,500710.0,toilets,,,
50.0,1.0,9.0,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,แม่เหียะ,MAE HIA,5001.0,500109.0,toilets,,,
52.0,1.0,5.0,ลำปาง,LAMPANG,เมืองลำปาง,MUEANG LAMPANG,พระบาท,PHRABAT,5201.0,520105.0,toilets,,,
41.0,1.0,1.0,อุดรธานี,UDON THANI,เมืองอุดรธานี,MUEANG UDON THANI,หมากแข้ง,MAK KHAENG,4101.0,410101.0,toilets,,,
58.0,7.0,2.0,แม่ฮ่องสอน,MAE HONG SON,ปางมะผ้า,PANG MAPHA,ปางมะผ้า,PANG MAPHA,5807.0,580702.0,toilets,,,
41.0,4.0,1.0,อุดรธานี,UDON THANI,กุมภวาปี,KUMPHAWAPI,ตูมใต้,TUM TAI,4104.0,410401.0,toilets,,,
41.0,4.0,2.0,อุดรธานี,UDON THANI,กุมภวาปี,KUMPHAWAPI,พันดอน,PHAN DON,4104.0,410402.0,toilets,,,
20.0,4.0,2.0,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,หนองปรือ,NONG PRUE,2004.0,200402.0,toilets,,,
41.0,10.0,6.0,อุดรธานี,UDON THANI,วังสามหมอ,WANG SAM MO,วังสามหมอ,WANG SAM MO,4110.0,411006.0,toilets,,,
41.0,10.0,2.0,อุดรธานี,UDON THANI,วังสามหมอ,WANG SAM MO,หนองหญ้าไซ,NONG YA SAI,4110.0,411002.0,toilets,,,
46.0,10.0,2.0,กาฬสินธุ์,KALASIN,คำม่วง,KHAM MUANG,โพน,PHON,4610.0,461002.0,toilets,,,
20.0,4.0,2.0,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,หนองปรือ,NONG PRUE,2004.0,200402.0,toilets,,,
41.0,17.0,1.0,อุดรธานี,UDON THANI,บ้านผือ,BAN PHUE,บ้านผือ,BAN PHUE,4117.0,411701.0,toilets,,,
50.0,15.0,5.0,เชียงใหม่,CHIANG MAI,หางดง,HANG DONG,ขุนคง,KHUN KHONG,5015.0,501505.0,toilets,,,
20.0,9.0,2.0,ชลบุรี,CHON BURI,สัตหีบ,SATTAHIP,นาจอมเทียน,NA CHOM THIAN,2009.0,200902.0,toilets,,,
20.0,9.0,2.0,ชลบุรี,CHON BURI,สัตหีบ,SATTAHIP,นาจอมเทียน,NA CHOM THIAN,2009.0,200902.0,toilets,,,
52.0,1.0,3.0,ลำปาง,LAMPANG,เมืองลำปาง,MUEANG LAMPANG,สวนดอก,SUAN DOK,5201.0,520103.0,toilets,,,
10.0,37.0,2.0,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,ถนนพญาไท,THANON PHAYA THAI,1037.0,103702.0,toilets,,,
53.0,9.0,2.0,อุตรดิตถ์,UTTARADIT,ทองแสนขัน,THONG SAEN KHAN,บ่อทอง,BO THONG,5309.0,530902.0,toilets,,,
53.0,1.0,10.0,อุตรดิตถ์,UTTARADIT,เมืองอุตรดิตถ์,MUEANG UTTARADIT,บ้านด่านนาขาม,BAN DAN NA KHAM,5301.0,530110.0,toilets,,,
50.0,5.0,1.0,เชียงใหม่,CHIANG MAI,ดอยสะเก็ด,DOI SAKET,เชิงดอย,CHOENG DOI,5005.0,500501.0,toilets,,,
50.0,1.0,8.0,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,สุเทพ,SUTHEP,5001.0,500108.0,toilets,,,
10.0,7.0,4.0,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,ลุมพินี,LUMPHINI,1007.0,100704.0,toilets,,,
10.0,7.0,4.0,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,ลุมพินี,LUMPHINI,1007.0,100704.0,toilets,,,
10.0,7.0,4.0,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,ลุมพินี,LUMPHINI,1007.0,100704.0,toilets,,,
10.0,7.0,4.0,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,ลุมพินี,LUMPHINI,1007.0,100704.0,toilets,,,
10.0,7.0,4.0,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,ลุมพินี,LUMPHINI,1007.0,100704.0,toilets,,,
50.0,25.0,1.0,เชียงใหม่,CHIANG MAI,กัลยาณิวัฒนา,GALYANI VADHANA,บ้านจันทร์,BAN CHAN,5025.0,502501.0,toilets,,,
50.0,1.0,15.0,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,ป่าตัน,PA TAN,5001.0,500115.0,toilets,,,
50.0,1.0,15.0,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,ป่าตัน,PA TAN,5001.0,500115.0,toilets,,,
50.0,1.0,15.0,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,ป่าตัน,PA TAN,5001.0,500115.0,toilets,,,
52.0,2.0,5.0,ลำปาง,LAMPANG,แม่เมาะ,MAE MO,สบป้าด,SOP PAT,5202.0,520205.0,toilets,,,
52.0,2.0,4.0,ลำปาง,LAMPANG,แม่เมาะ,MAE MO,แม่เมาะ,MAE MO,5202.0,520204.0,toilets,,,
58.0,3.0,4.0,แม่ฮ่องสอน,MAE HONG SON,ปาย,PAI,แม่ฮี้,MAE HI,5803.0,580304.0,toilets,,,
81.0,1.0,3.0,กระบี่,KRABI,เมืองกระบี่,MUEANG KRABI,กระบี่น้อย,KRABI NOI,8101.0,810103.0,toilets,,,
84.0,9.0,4.0,สุราษฎร์ธานี,SURAT THANI,บ้านตาขุน,BAN TA KHUN,เขาพัง,KHAO PHANG,8409.0,840904.0,toilets,,,
53.0,6.0,1.0,อุตรดิตถ์,UTTARADIT,บ้านโคก,BAN KHOK,ม่วงเจ็ดต้น,MUANG CHET TON,5306.0,530601.0,toilets,Toilets,,
54.0,3.0,2.0,แพร่,PHRAE,ลอง,LONG,บ้านปิน,BAN PIN,5403.0,540302.0,toilets,,,
50.0,1.0,7.0,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,ช้างเผือก,CHANG PHUEAK,5001.0,500107.0,toilets,,,
57.0,9.0,2.0,เชียงราย,CHIANG RAI,แม่สาย,MAE SAI,ห้วยไคร้,HUAI KHRAI,5709.0,570902.0,toilets,,,
58.0,3.0,6.0,แม่ฮ่องสอน,MAE HONG SON,ปาย,PAI,เมืองแปง,MUEANG PAENG,5803.0,580306.0,toilets,,,
83.0,2.0,2.0,ภูเก็ต,PHUKET,กะทู้,KATHU,ป่าตอง,PA TONG,8302.0,830202.0,toilets,,,
50.0,18.0,1.0,เชียงใหม่,CHIANG MAI,อมก๋อย,OMKOI,อมก๋อย,OMKOI,5018.0,501801.0,toilets,,,
50.0,2.0,3.0,เชียงใหม่,CHIANG MAI,จอมทอง,CHOM THONG,บ้านหลวง,BAN LUANG,5002.0,500203.0,toilets,,,
41.0,19.0,5.0,อุดรธานี,UDON THANI,เพ็ญ,PHEN,สุมเส้า,SUM SAO,4119.0,411905.0,toilets,,,
20.0,9.0,2.0,ชลบุรี,CHON BURI,สัตหีบ,SATTAHIP,นาจอมเทียน,NA CHOM THIAN,2009.0,200902.0,toilets,,,
58.0,3.0,1.0,แม่ฮ่องสอน,MAE HONG SON,ปาย,PAI,เวียงใต้,WIANG TAI,5803.0,580301.0,toilets,Toilet,,
20.0,4.0,8.0,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,นาเกลือ,NA KLUEA,2004.0,200408.0,toilets,,,
20.0,4.0,8.0,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,นาเกลือ,NA KLUEA,2004.0,200408.0,toilets,,,
50.0,1.0,4.0,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,ช้างม่อย,CHANG MOI,5001.0,500104.0,toilets,,,
20.0,4.0,3.0,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,หนองปลาไหล,NONG PLA LAI,2004.0,200403.0,toilets,,,
50.0,7.0,1.0,เชียงใหม่,CHIANG MAI,แม่ริม,MAE RIM,ริมใต้,RIM TAI,5007.0,500701.0,toilets,,,
50.0,1.0,8.0,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,สุเทพ,SUTHEP,5001.0,500108.0,toilets,,,
52.0,12.0,5.0,ลำปาง,LAMPANG,ห้างฉัตร,HANG CHAT,เวียงตาล,WIANG TAN,5212.0,521205.0,toilets,,,
20.0,9.0,5.0,ชลบุรี,CHON BURI,สัตหีบ,SATTAHIP,แสมสาร,SAMAE SAN,2009.0,200905.0,toilets,,,
50.0,1.0,1.0,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,ศรีภูมิ,SI PHUM,5001.0,500101.0,toilets,,,
71.0,7.0,2.0,กาญจนบุรี,KANCHANABURI,ทองผาภูมิ,THONG PHA PHUM,ปิล๊อก,PI LOK,7107.0,710702.0,toilets,,,
57.0,15.0,3.0,เชียงราย,CHIANG RAI,แม่ฟ้าหลวง,MAE FA LUANG,แม่สลองนอก,MAE SALONG NOK,5715.0,571503.0,toilets,,,
20.0,4.0,2.0,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,หนองปรือ,NONG PRUE,2004.0,200402.0,toilets,,,
90.0,2.0,11.0,สงขลา,SONGKHLA,สทิงพระ,SATHING PHRA,บ่อดาน,BO DAN,9002.0,900211.0,toilets,,,
57.0,6.0,1.0,เชียงราย,CHIANG RAI,ป่าแดด,PA DAET,ป่าแดด,PA DAET,5706.0,570601.0,toilets,,,
20.0,4.0,2.0,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,หนองปรือ,NONG PRUE,2004.0,200402.0,toilets,,,
10.0,39.0,3.0,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,พระโขนงเหนือ,PHRA KHANONG NUEA,1039.0,103903.0,toilets,,,
10.0,39.0,3.0,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,พระโขนงเหนือ,PHRA KHANONG NUEA,1039.0,103903.0,toilets,,,
57.0,1.0,1.0,เชียงราย,CHIANG RAI,เมืองเชียงราย,MUEANG CHIANG RAI,เวียง,WIANG,5701.0,570101.0,toilets,,,
50.0,7.0,1.0,เชียงใหม่,CHIANG MAI,แม่ริม,MAE RIM,ริมใต้,RIM TAI,5007.0,500701.0,toilets,,,
50.0,1.0,7.0,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,ช้างเผือก,CHANG PHUEAK,5001.0,500107.0,toilets,,,
50.0,22.0,4.0,เชียงใหม่,CHIANG MAI,แม่วาง,MAE WANG,แม่วิน,MAE WIN,5022.0,502204.0,toilets,,,
58.0,4.0,4.0,แม่ฮ่องสอน,MAE HONG SON,แม่สะเรียง,MAE SARIANG,แม่เหาะ,MAE HO,5804.0,580404.0,toilets,,,
12.0,1.0,7.0,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,บางศรีเมือง,BANG SI MUEANG,1201.0,120107.0,toilets,,,
50.0,1.0,7.0,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,ช้างเผือก,CHANG PHUEAK,5001.0,500107.0,toilets,,,
50.0,5.0,3.0,เชียงใหม่,CHIANG MAI,ดอยสะเก็ด,DOI SAKET,ลวงเหนือ,LUANG NUEA,5005.0,500503.0,toilets,,,
58.0,5.0,1.0,แม่ฮ่องสอน,MAE HONG SON,แม่ลาน้อย,MAE LA NOI,แม่ลาน้อย,MAE LA NOI,5805.0,580501.0,toilets,,,
58.0,5.0,2.0,แม่ฮ่องสอน,MAE HONG SON,แม่ลาน้อย,MAE LA NOI,แม่ลาหลวง,MAE LA LUANG,5805.0,580502.0,toilets,,,
30.0,3.0,6.0,นครราชสีมา,NAKHON RATCHASIMA,เสิงสาง,SOENG SANG,บ้านราษฎร์,BAN RAT,3003.0,300306.0,toilets,,,
50.0,2.0,3.0,เชียงใหม่,CHIANG MAI,จอมทอง,CHOM THONG,บ้านหลวง,BAN LUANG,5002.0,500203.0,toilets,,,
90.0,11.0,1.0,สงขลา,SONGKHLA,หาดใหญ่,HAT YAI,หาดใหญ่,HAT YAI,9011.0,901101.0,toilets,,,
50.0,11.0,3.0,เชียงใหม่,CHIANG MAI,พร้าว,PHRAO,ป่าตุ้ม,PA TUM,5011.0,501103.0,toilets,,,
50.0,22.0,4.0,เชียงใหม่,CHIANG MAI,แม่วาง,MAE WANG,แม่วิน,MAE WIN,5022.0,502204.0,toilets,,,
56.0,4.0,3.0,พะเยา,PHAYAO,เชียงม่วน,CHIANG MUAN,สระ,SA,5604.0,560403.0,toilets,,,
50.0,5.0,14.0,เชียงใหม่,CHIANG MAI,ดอยสะเก็ด,DOI SAKET,เทพเสด็จ,THEP SADET,5005.0,500514.0,toilets,,,
40.0,16.0,12.0,ขอนแก่น,KHON KAEN,ภูเวียง,PHU WIANG,หนองกุงเซิน,NONG KUNG SOEN,4016.0,401612.0,toilets,,,
50.0,15.0,5.0,เชียงใหม่,CHIANG MAI,หางดง,HANG DONG,ขุนคง,KHUN KHONG,5015.0,501505.0,toilets,,,
58.0,4.0,3.0,แม่ฮ่องสอน,MAE HONG SON,แม่สะเรียง,MAE SARIANG,แม่คง,MAE KHONG,5804.0,580403.0,toilets,,,
10.0,39.0,3.0,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,พระโขนงเหนือ,PHRA KHANONG NUEA,1039.0,103903.0,toilets,,,
,,,,,,,,,,,toilets,,,
63.0,6.0,7.0,ตาก,TAK,แม่สอด,MAE SOT,แม่ปะ,MAE PA,6306.0,630607.0,toilets,,,
63.0,4.0,1.0,ตาก,TAK,แม่ระมาด,MAE RAMAT,แม่ระมาด,MAE RAMAT,6304.0,630401.0,toilets,,,
63.0,6.0,1.0,ตาก,TAK,แม่สอด,MAE SOT,แม่สอด,MAE SOT,6306.0,630601.0,toilets,,,
63.0,6.0,7.0,ตาก,TAK,แม่สอด,MAE SOT,แม่ปะ,MAE PA,6306.0,630607.0,toilets,,,
50.0,7.0,1.0,เชียงใหม่,CHIANG MAI,แม่ริม,MAE RIM,ริมใต้,RIM TAI,5007.0,500701.0,toilets,,,
50.0,22.0,5.0,เชียงใหม่,CHIANG MAI,แม่วาง,MAE WANG,ดอนเปา,DON PAO,5022.0,502205.0,toilets,,,
50.0,15.0,11.0,เชียงใหม่,CHIANG MAI,หางดง,HANG DONG,น้ำแพร่,NAM PHRAE,5015.0,501511.0,toilets,,,
63.0,1.0,11.0,ตาก,TAK,เมืองตาก,MUEANG TAK,แม่ท้อ,MAE THO,6301.0,630111.0,toilets,,,
63.0,6.0,1.0,ตาก,TAK,แม่สอด,MAE SOT,แม่สอด,MAE SOT,6306.0,630601.0,toilets,,,
63.0,6.0,9.0,ตาก,TAK,แม่สอด,MAE SOT,ด่านแม่ละเมา,DAN MAE LAMAO,6306.0,630609.0,toilets,,,
63.0,1.0,11.0,ตาก,TAK,เมืองตาก,MUEANG TAK,แม่ท้อ,MAE THO,6301.0,630111.0,toilets,,,
63.0,1.0,3.0,ตาก,TAK,เมืองตาก,MUEANG TAK,เชียงเงิน,CHIANG NGOEN,6301.0,630103.0,toilets,,,
63.0,3.0,1.0,ตาก,TAK,สามเงา,SAM NGAO,สามเงา,SAM NGAO,6303.0,630301.0,toilets,,,
63.0,5.0,2.0,ตาก,TAK,ท่าสองยาง,THA SONG YANG,แม่ต้าน,MAE TAN,6305.0,630502.0,toilets,,,
63.0,6.0,5.0,ตาก,TAK,แม่สอด,MAE SOT,แม่กาษา,MAE KASA,6306.0,630605.0,toilets,,,
10.0,39.0,3.0,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,พระโขนงเหนือ,PHRA KHANONG NUEA,1039.0,103903.0,toilets,,,
40.0,1.0,1.0,ขอนแก่น,KHON KAEN,เมืองขอนแก่น,MUEANG KHON KAEN,ในเมือง,NAI MUEANG,4001.0,400101.0,toilets,,,
81.0,4.0,2.0,กระบี่,KRABI,คลองท่อม,KHLONG THOM,คลองท่อมเหนือ,KHLONG THOM NUEA,8104.0,810402.0,toilets,,,
50.0,13.0,13.0,เชียงใหม่,CHIANG MAI,สันกำแพง,SAN KAMPHAENG,สันกลาง,SAN KLANG,5013.0,501313.0,toilets,,,
20.0,4.0,8.0,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,นาเกลือ,NA KLUEA,2004.0,200408.0,,,,
51.0,3.0,1.0,ลำพูน,LAMPHUN,บ้านโฮ่ง,BAN HONG,บ้านโฮ่ง,BAN HONG,5103.0,510301.0,toilets,,,
48.0,4.0,2.0,นครพนม,NAKHON PHANOM,บ้านแพง,BAN PHAENG,ไผ่ล้อม,PHAI LOM,4804.0,480402.0,toilets,,,
22.0,5.0,3.0,จันทบุรี,CHANTHABURI,มะขาม,MAKHAM,ปัถวี,PATTHAWI,2205.0,220503.0,toilets,,,
50.0,6.0,12.0,เชียงใหม่,CHIANG MAI,แม่แตง,MAE TAENG,กื้ดช้าง,KUET CHANG,5006.0,500612.0,toilets,,,
30.0,1.0,1.0,นครราชสีมา,NAKHON RATCHASIMA,เมืองนครราชสีมา,MUEANG NAKHON RATCHASIMA,ในเมือง,NAI MUEANG,3001.0,300101.0,toilets,,,
51.0,3.0,1.0,ลำพูน,LAMPHUN,บ้านโฮ่ง,BAN HONG,บ้านโฮ่ง,BAN HONG,5103.0,510301.0,toilets,,,
20.0,4.0,2.0,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,หนองปรือ,NONG PRUE,2004.0,200402.0,toilets,,,
82.0,5.0,7.0,พังงา,PHANGNGA,ตะกั่วป่า,TAKUA PA,คึกคัก,KHUEK KHAK,8205.0,820507.0,toilets,,,
82.0,5.0,7.0,พังงา,PHANGNGA,ตะกั่วป่า,TAKUA PA,คึกคัก,KHUEK KHAK,8205.0,820507.0,toilets,,,
82.0,5.0,7.0,พังงา,PHANGNGA,ตะกั่วป่า,TAKUA PA,คึกคัก,KHUEK KHAK,8205.0,820507.0,toilets,,,
82.0,4.0,3.0,พังงา,PHANGNGA,ตะกั่วทุ่ง,TAKUA THUNG,กะไหล,KALAI,8204.0,820403.0,toilets,,,
82.0,4.0,3.0,พังงา,PHANGNGA,ตะกั่วทุ่ง,TAKUA THUNG,กะไหล,KALAI,8204.0,820403.0,toilets,,,
82.0,4.0,2.0,พังงา,PHANGNGA,ตะกั่วทุ่ง,TAKUA THUNG,กระโสม,KRASOM,8204.0,820402.0,toilets,,,
20.0,4.0,2.0,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,หนองปรือ,NONG PRUE,2004.0,200402.0,toilets,,,
,,,,,,,,,,,toilets,,,
20.0,4.0,2.0,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,หนองปรือ,NONG PRUE,2004.0,200402.0,toilets,,,
20.0,9.0,2.0,ชลบุรี,CHON BURI,สัตหีบ,SATTAHIP,นาจอมเทียน,NA CHOM THIAN,2009.0,200902.0,toilets,,,
20.0,4.0,2.0,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,หนองปรือ,NONG PRUE,2004.0,200402.0,toilets,,,
20.0,4.0,2.0,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,หนองปรือ,NONG PRUE,2004.0,200402.0,toilets,,,
42.0,10.0,1.0,เลย,LOEI,ภูกระดึง,PHU KRADUENG,ศรีฐาน,SI THAN,4210.0,421001.0,toilets,,,
42.0,10.0,1.0,เลย,LOEI,ภูกระดึง,PHU KRADUENG,ศรีฐาน,SI THAN,4210.0,421001.0,toilets,,,
42.0,10.0,1.0,เลย,LOEI,ภูกระดึง,PHU KRADUENG,ศรีฐาน,SI THAN,4210.0,421001.0,toilets,,,
42.0,10.0,1.0,เลย,LOEI,ภูกระดึง,PHU KRADUENG,ศรีฐาน,SI THAN,4210.0,421001.0,toilets,,,
20.0,4.0,2.0,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,หนองปรือ,NONG PRUE,2004.0,200402.0,toilets,,,
