PROV_CODE,AMP_CODE,TAM_CODE,PROV_NAMT,PROV_NAME,AMP_NAMT,AMP_NAME,TAM_NAMT,TAM_NAME,PA,PAT,amenity,name,name:th,layer
55.0,7.0,7.0,น่าน,NAN,เวียงสา,WIANG SA,น้ำมวบ,NAM MUAP,5507.0,550707.0,police,สถานีตำรวจภูธรน้ำมวบ,,
16.0,5.0,5.0,ลพบุรี,LOP BURI,ท่าวุ้ง,THA WUNG,บางงา,BANG NGA,1605.0,160505.0,police,,,
65.0,3.0,5.0,พิษณุโลก,PHITSANULOK,ชาติตระการ,CHAT TRAKAN,บ่อภาค,BO PHAK,6503.0,650305.0,police,ด่านตรวจ ตชด.,,
23.0,7.0,2.0,ตราด,TRAT,เกาะช้าง,KO CHANG,เกาะช้างใต้,KO CHANG TAI,2307.0,230702.0,police,,,
42.0,6.0,1.0,เลย,LOEI,นาแห้ว,NA HAEO,นาแห้ว,NA HAEO,4206.0,420601.0,police,สถานีตำรวจภูธรอำเภอนาแห้ว,,
42.0,6.0,1.0,เลย,LOEI,นาแห้ว,NA HAEO,นาแห้ว,NA HAEO,4206.0,420601.0,police,ด่านตำรวจ,,
23.0,7.0,1.0,ตราด,TRAT,เกาะช้าง,KO CHANG,เกาะช้าง,KO CHANG,2307.0,230701.0,police,,,
67.0,4.0,2.0,เพชรบูรณ์,PHETCHABUN,หล่มเก่า,LOM KAO,นาซำ,NA SAM,6704.0,670402.0,police,ด่านตำรวจทหาร,,
71.0,4.0,2.0,กาญจนบุรี,KANCHANABURI,ศรีสวัสดิ์,SI SAWAT,ด่านแม่แฉลบ,DAN MAE CHALAEP,7104.0,710402.0,police,,,
65.0,8.0,8.0,พิษณุโลก,PHITSANULOK,วังทอง,WANG THONG,วังนกแอ่น,WANG NOK AEN,6508.0,650808.0,police,หน่วยตำรวจบริการประชาชน,,
65.0,8.0,8.0,พิษณุโลก,PHITSANULOK,วังทอง,WANG THONG,วังนกแอ่น,WANG NOK AEN,6508.0,650808.0,police,หน่วยตำรวจบริการประชาชน,,
65.0,8.0,6.0,พิษณุโลก,PHITSANULOK,วังทอง,WANG THONG,แก่งโสภา,KAENG SOPHA,6508.0,650806.0,police,หน่วยตำรวจบริการประชาชนน้ำตกปอย,,
65.0,8.0,6.0,พิษณุโลก,PHITSANULOK,วังทอง,WANG THONG,แก่งโสภา,KAENG SOPHA,6508.0,650806.0,police,สถานีตำรวจภูธรแก่งโสภา,,
65.0,7.0,1.0,พิษณุโลก,PHITSANULOK,วัดโบสถ์,WAT BOT,วัดโบสถ์,WAT BOT,6507.0,650701.0,police,จุดตรวจยาเสพติดบ้านท่างาม,,
65.0,6.0,11.0,พิษณุโลก,PHITSANULOK,พรหมพิราม,PHROM PHIRAM,ทับยายเชียง,THAP YAI CHIANG,6506.0,650611.0,police,หน่วยตำรวจบริการประชาชน,,
27.0,6.0,9.0,สระแก้ว,SA KAEO,อรัญประเทศ,ARANYAPRATHET,ผ่านศึก,PHAN SUEK,2706.0,270609.0,police,,,
65.0,6.0,12.0,พิษณุโลก,PHITSANULOK,พรหมพิราม,PHROM PHIRAM,ดงประคำ,DONG PRAKHAM,6506.0,650612.0,police,หน่วยตำรวจบริการประชาชนบ้านป่าแดง,,
50.0,1.0,8.0,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,สุเทพ,SUTHEP,5001.0,500108.0,police,,,
53.0,2.0,4.0,อุตรดิตถ์,UTTARADIT,ตรอน,TRON,น้ำอ่าง,NAM ANG,5302.0,530204.0,police,สถานีตำรวจภูธรน้ำอ่าง,,
53.0,1.0,7.0,อุตรดิตถ์,UTTARADIT,เมืองอุตรดิตถ์,MUEANG UTTARADIT,หาดกรวด,HAT KRUAT,5301.0,530107.0,police,หน่วยตำรวจบริการประชาชนบ้านดงช้างดี,,
53.0,9.0,3.0,อุตรดิตถ์,UTTARADIT,ทองแสนขัน,THONG SAEN KHAN,ป่าคาย,PA KHAI,5309.0,530903.0,police,หน่วยตำรวจบริการประชาชนตำบลป่าคาย,,
54.0,4.0,3.0,แพร่,PHRAE,สูงเม่น,SUNG MEN,หัวฝาย,HUA FAI,5404.0,540403.0,police,หน่วยตำรวจบริการประชาชนหัวฝาย,,
54.0,4.0,1.0,แพร่,PHRAE,สูงเม่น,SUNG MEN,สูงเม่น,SUNG MEN,5404.0,540401.0,police,สถานีตำรวจภูธรสูงเม่น,,
54.0,1.0,15.0,แพร่,PHRAE,เมืองแพร่,MUEANG PHRAE,ทุ่งกวาว,THUNG KWAO,5401.0,540115.0,police,สถานีตำรวจภูธรแพร่,,
54.0,1.0,5.0,แพร่,PHRAE,เมืองแพร่,MUEANG PHRAE,ทุ่งโฮ้ง,THUNG HONG,5401.0,540105.0,police,หน่วยตำรวจบริการประชาชน,,
54.0,1.0,8.0,แพร่,PHRAE,เมืองแพร่,MUEANG PHRAE,แม่หล่าย,MAE LAI,5401.0,540108.0,police,หน่วยตำรวจบริการประชาชนแม่หล่าย,,
54.0,8.0,1.0,แพร่,PHRAE,หนองม่วงไข่,NONG MUANG KHAI,แม่คำมี,MAE KHAM MI,5408.0,540801.0,police,หน่วยตำรวจบริการประชาชนแม่คำมี,,
54.0,6.0,1.0,แพร่,PHRAE,สอง,SONG,บ้านหนุน,BAN NUN,5406.0,540601.0,police,หน่วยตำรวจบริการประชาชนแยกนางฟ้า,,
30.0,1.0,2.0,นครราชสีมา,NAKHON RATCHASIMA,เมืองนครราชสีมา,MUEANG NAKHON RATCHASIMA,โพธิ์กลาง,PHO KLANG,3001.0,300102.0,police,ตู้ยามหนองไผ่,,
81.0,8.0,2.0,กระบี่,KRABI,เหนือคลอง,NUEA KHLONG,เกาะศรีบอยา,KO SI BOYA,8108.0,810802.0,police,,,
83.0,2.0,3.0,ภูเก็ต,PHUKET,กะทู้,KATHU,กมลา,KAMALA,8302.0,830203.0,police,,,
52.0,5.0,1.0,ลำปาง,LAMPANG,งาว,NGAO,หลวงเหนือ,LUANG NUEA,5205.0,520501.0,police,หน่วยบริการประชาชนตำรวจทางหลวงงาว,,
54.0,1.0,8.0,แพร่,PHRAE,เมืองแพร่,MUEANG PHRAE,แม่หล่าย,MAE LAI,5401.0,540108.0,police,หน่วยตำรวจทางหลวงบริการประชาชน,,
52.0,5.0,1.0,ลำปาง,LAMPANG,งาว,NGAO,หลวงเหนือ,LUANG NUEA,5205.0,520501.0,police,ด่านตำรวจ,,
84.0,1.0,7.0,สุราษฎร์ธานี,SURAT THANI,เมืองสุราษฎร์ธานี,MUEANG SURAT THANI,คลองน้อย,KHLONG NOI,8401.0,840107.0,police,Police,,
80.0,9.0,1.0,นครศรีธรรมราช,NAKHON SI THAMMARAT,ทุ่งสง,THUNG SONG,ปากแพรก,PAK PHRAEK,8009.0,800901.0,police,สถานีตำรวจภูธรทุ่งสง,,
80.0,9.0,8.0,นครศรีธรรมราช,NAKHON SI THAMMARAT,ทุ่งสง,THUNG SONG,กะปาง,KAPANG,8009.0,800908.0,police,สภ.กะปาง,,
61.0,7.0,1.0,อุทัยธานี,UTHAI THANI,ลานสัก,LAN SAK,ลานสัก,LAN SAK,6107.0,610701.0,police,Poste de police,,
50.0,21.0,2.0,เชียงใหม่,CHIANG MAI,ไชยปราการ,CHAI PRAKAN,ศรีดงเย็น,SI DONG YEN,5021.0,502102.0,police,,,
10.0,11.0,4.0,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,ลำปลาทิว,LAM PLA THIO,1011.0,101104.0,police,,,
52.0,7.0,4.0,ลำปาง,LAMPANG,วังเหนือ,WANG NUEA,ร่องเคาะ,RONG KHO,5207.0,520704.0,police,,,
30.0,21.0,6.0,นครราชสีมา,NAKHON RATCHASIMA,ปากช่อง,PAK CHONG,หนองสาหร่าย,NONG SARAI,3021.0,302106.0,police,,,
67.0,2.0,1.0,เพชรบูรณ์,PHETCHABUN,ชนแดน,CHON DAEN,ชนแดน,CHON DAEN,6702.0,670201.0,police,สถานีตำรวจภูธรอำเภอชนแดน,,
57.0,9.0,2.0,เชียงราย,CHIANG RAI,แม่สาย,MAE SAI,ห้วยไคร้,HUAI KHRAI,5709.0,570902.0,police,หน่วยตำรวจบริการประชาชนห้วยไคร้,,
50.0,1.0,14.0,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,ฟ้าฮ่าม,FA HAM,5001.0,500114.0,police,DSI,,
22.0,4.0,1.0,จันทบุรี,CHANTHABURI,โป่งน้ำร้อน,PONG NAM RON,ทับไทร,THAP SAI,2204.0,220401.0,police,,,
22.0,4.0,1.0,จันทบุรี,CHANTHABURI,โป่งน้ำร้อน,PONG NAM RON,ทับไทร,THAP SAI,2204.0,220401.0,police,,,
22.0,4.0,1.0,จันทบุรี,CHANTHABURI,โป่งน้ำร้อน,PONG NAM RON,ทับไทร,THAP SAI,2204.0,220401.0,police,,,
22.0,4.0,4.0,จันทบุรี,CHANTHABURI,โป่งน้ำร้อน,PONG NAM RON,หนองตาคง,NONG TA KHONG,2204.0,220404.0,police,,,
57.0,1.0,6.0,เชียงราย,CHIANG RAI,เมืองเชียงราย,MUEANG CHIANG RAI,แม่ยาว,MAE YAO,5701.0,570106.0,police,ด่านตรวจ สภ.แม่ยาว,,
57.0,1.0,6.0,เชียงราย,CHIANG RAI,เมืองเชียงราย,MUEANG CHIANG RAI,แม่ยาว,MAE YAO,5701.0,570106.0,police,สถานีตำรวจภูธรแม่ยาว,,
57.0,1.0,6.0,เชียงราย,CHIANG RAI,เมืองเชียงราย,MUEANG CHIANG RAI,แม่ยาว,MAE YAO,5701.0,570106.0,police,จุดตำรวจบริการประชาชนบ้านรวมมิตร,,
57.0,1.0,6.0,เชียงราย,CHIANG RAI,เมืองเชียงราย,MUEANG CHIANG RAI,แม่ยาว,MAE YAO,5701.0,570106.0,police,จุดตรวจตำรวจบริการประชาชนบ้านรวมมิตร,,
22.0,7.0,1.0,จันทบุรี,CHANTHABURI,สอยดาว,SOI DAO,ปะตง,PATONG,2207.0,220701.0,police,,,
14.0,1.0,1.0,พระนครศรีอยุธยา,PHRA NAKHON SI AYUTTHAYA,พระนครศรีอยุธยา,PHRA NAKHON SI AYUTTHAYA,ประตูชัย,PRATU CHAI,1401.0,140101.0,,,,
57.0,10.0,1.0,เชียงราย,CHIANG RAI,แม่สรวย,MAE SUAI,แม่สรวย,MAE SUAI,5710.0,571001.0,police,สถานีตำรวจภูธรแม่สรวย,,
50.0,9.0,10.0,เชียงใหม่,CHIANG MAI,ฝาง,FANG,แม่คะ,MAE KHA,5009.0,500910.0,police,ด่านจุดสกัด ตชด.ที่ 344,,
50.0,11.0,5.0,เชียงใหม่,CHIANG MAI,พร้าว,PHRAO,สันทราย,SAN SAI,5011.0,501105.0,police,ป้อมตำรวจบริการประชาชนห้วยส้าน,,
50.0,6.0,5.0,เชียงใหม่,CHIANG MAI,แม่แตง,MAE TAENG,แม่หอพระ,MAE HO PHRA,5006.0,500605.0,police,จุดสกัด กก.ตชด.33,,
82.0,5.0,1.0,พังงา,PHANGNGA,ตะกั่วป่า,TAKUA PA,ตะกั่วป่า,TAKUA PA,8205.0,820501.0,police,สถานีตำรวจภูธรตลาดใหญ่,,
74.0,2.0,2.0,สมุทรสาคร,SAMUT SAKHON,กระทุ่มแบน,KRATHUM BAEN,อ้อมน้อย,OM NOI,7402.0,740202.0,police,Klongkae police booth,ป้อมตำรวจคลองแค,
32.0,10.0,15.0,สุรินทร์,SURIN,สังขะ,SANGKHA,บ้านชบ,BAN CHOP,3210.0,321015.0,police,Police Box,,
71.0,12.0,1.0,กาญจนบุรี,KANCHANABURI,หนองปรือ,NONG PRUE,หนองปรือ,NONG PRUE,7112.0,711201.0,police,,,
46.0,5.0,1.0,กาฬสินธุ์,KALASIN,กุฉินารายณ์,KUCHINARAI,บัวขาว,BUA KHAO,4605.0,460501.0,police,สถานีตำรวจภูธร กุฉินารายณ์,สถานีตำรวจภูธร กุฉินารายณ์,
49.0,7.0,5.0,มุกดาหาร,MUKDAHAN,หนองสูง,NONG SUNG,หนองสูงใต้,NONG SUNG TAI,4907.0,490705.0,police,,,
49.0,3.0,1.0,มุกดาหาร,MUKDAHAN,ดอนตาล,DON TAN,ดอนตาล,DON TAN,4903.0,490301.0,police,,,
34.0,21.0,4.0,อุบลราชธานี,UBON RATCHATHANI,โพธิ์ไทร,PHO SAI,สองคอน,SONG KHON,3421.0,342104.0,police,,,
34.0,3.0,1.0,อุบลราชธานี,UBON RATCHATHANI,โขงเจียม,KHONG CHIAM,โขงเจียม,KHONG CHIAM,3403.0,340301.0,police,ตำรวจน้ำ โขงเจียม,ตำรวจน้ำ โขงเจียม,
18.0,2.0,5.0,ชัยนาท,CHAI NAT,มโนรมย์,MANOROM,หางน้ำสาคร,HANG NAM SAKHON,1802.0,180205.0,police,,,
34.0,25.0,4.0,อุบลราชธานี,UBON RATCHATHANI,สิรินธร,SIRINDHORN,นิคมสร้างตนเองลำโดมน้อย,NIKHOM SANG TON-ENG LAM DOM NOI,3425.0,342504.0,police,สถานีตำรวจภูธร สิรินธร,สถานีตำรวจภูธร สิรินธร,
34.0,19.0,2.0,อุบลราชธานี,UBON RATCHATHANI,พิบูลมังสาหาร,PHIBUN MANGSAHAN,กุดชมภู,KUT CHOMPHU,3419.0,341902.0,police,กองร้อยตำรวจตระเวนชายแดนที่ 226,กองร้อยตำรวจตระเวนชายแดนที่ 226,
34.0,32.0,4.0,อุบลราชธานี,UBON RATCHATHANI,สว่างวีระวงศ์,SAWANG WIRAWONG,สว่าง,SAWANG,3432.0,343204.0,police,สถานีตำรวจภูธร สว่างวีระวงศ์,สถานีตำรวจภูธร สว่างวีระวงศ์,
23.0,1.0,14.0,ตราด,TRAT,เมืองตราด,MUEANG TRAT,แหลมกลัด,LAEM KLAT,2301.0,230114.0,police,ច្រកព្រំដែន៥១,,
35.0,4.0,1.0,ยโสธร,YASOTHON,คำเขื่อนแก้ว,KHAM KHUEAN KAEO,ลุมพุก,LUMPHUK,3504.0,350401.0,police,สถานีตำรวจภูธร คำเขื่อนแก้ว,สถานีตำรวจภูธร คำเขื่อนแก้ว,
35.0,1.0,1.0,ยโสธร,YASOTHON,เมืองยโสธร,MUEANG YASOTHON,ในเมือง,NAI MUEANG,3501.0,350101.0,police,สถานีตำรวจภูธร จังหวัดยโสธร,สถานีตำรวจภูธร จังหวัดยโสธร,
45.0,10.0,1.0,ร้อยเอ็ด,ROI ET,เสลภูมิ,SELAPHUM,กลาง,KLANG,4510.0,451001.0,police,สถานีตำรวจภูธร เสลภูมิ,สถานีตำรวจภูธร เสลภูมิ,
45.0,5.0,1.0,ร้อยเอ็ด,ROI ET,ธวัชบุรี,THAWAT BURI,นิเวศน์,NIWET,4505.0,450501.0,police,สถานีตำรวจภูธร ธวัชบุรี,สถานีตำรวจภูธร ธวัชบุรี,
45.0,5.0,1.0,ร้อยเอ็ด,ROI ET,ธวัชบุรี,THAWAT BURI,นิเวศน์,NIWET,4505.0,450501.0,police,สถานีตำรวจทางหลวง 1 กองกำกับการ 4,สถานีตำรวจทางหลวง 1 กองกำกับการ 4,
58.0,7.0,4.0,แม่ฮ่องสอน,MAE HONG SON,ปางมะผ้า,PANG MAPHA,นาปู่ป้อม,NA PU POM,5807.0,580704.0,police,หน่วยตำรวจบริการประชาชนน้ำของ,,
58.0,1.0,6.0,แม่ฮ่องสอน,MAE HONG SON,เมืองแม่ฮ่องสอน,MUEANG MAE HONG SON,ห้วยผา,HUAI PHA,5801.0,580106.0,police,ป้อมตำรวจทหาร,,
45.0,17.0,4.0,ร้อยเอ็ด,ROI ET,จังหาร,CHANGHAN,จังหาร,CHANGHAN,4517.0,451704.0,police,จุดตรวจ สภ.จังหาร,จุดตรวจ สภ.จังหาร,
58.0,1.0,3.0,แม่ฮ่องสอน,MAE HONG SON,เมืองแม่ฮ่องสอน,MUEANG MAE HONG SON,ผาบ่อง,PHA BONG,5801.0,580103.0,police,ด่านตรวจผาบ่อง,,
58.0,1.0,2.0,แม่ฮ่องสอน,MAE HONG SON,เมืองแม่ฮ่องสอน,MUEANG MAE HONG SON,ห้วยโป่ง,HUAI PONG,5801.0,580102.0,police,จุดตรวจป่าลาน(ร้างไม่มีตำรวจ),,
58.0,2.0,1.0,แม่ฮ่องสอน,MAE HONG SON,ขุนยวม,KHUN YUAM,ขุนยวม,KHUN YUAM,5802.0,580201.0,police,หน่วยตำรวจสามแยกขุนยวม,,
58.0,5.0,7.0,แม่ฮ่องสอน,MAE HONG SON,แม่ลาน้อย,MAE LA NOI,สันติคีรี,SANTI KHIRI,5805.0,580507.0,police,จุดตรวจตำรวจทหาร,,
40.0,1.0,14.0,ขอนแก่น,KHON KAEN,เมืองขอนแก่น,MUEANG KHON KAEN,ศิลา,SILA,4001.0,400114.0,police,สถานีตำรวจท่องเที่ยว 1,สถานีตำรวจท่องเที่ยว 1,
40.0,1.0,2.0,ขอนแก่น,KHON KAEN,เมืองขอนแก่น,MUEANG KHON KAEN,สำราญ,SAMRAN,4001.0,400102.0,police,สถานีตำรวจภูธร เวฬุวัน,สถานีตำรวจภูธร เวฬุวัน,
54.0,5.0,4.0,แพร่,PHRAE,เด่นชัย,DEN CHAI,ห้วยไร่,HUAI RAI,5405.0,540504.0,police,,,
52.0,2.0,4.0,ลำปาง,LAMPANG,แม่เมาะ,MAE MO,แม่เมาะ,MAE MO,5202.0,520204.0,police,สถานีตำรวจภูธรแม่เมาะ,,
54.0,3.0,1.0,แพร่,PHRAE,ลอง,LONG,ห้วยอ้อ,HUAI O,5403.0,540301.0,police,สถานีตำรวจอำเภอลอง,,
41.0,5.0,1.0,อุดรธานี,UDON THANI,โนนสะอาด,NON SA-AT,โนนสะอาด,NON SA-AT,4105.0,410501.0,police,สถานีตำรวจภูธร โนนสะอาด,สถานีตำรวจภูธร โนนสะอาด,
50.0,9.0,12.0,เชียงใหม่,CHIANG MAI,ฝาง,FANG,โป่งน้ำร้อน,PONG NAM RON,5009.0,500912.0,police,,,
63.0,4.0,5.0,ตาก,TAK,แม่ระมาด,MAE RAMAT,สามหมื่น,SAM MUEN,6304.0,630405.0,police,Check Point,,
25.0,2.0,11.0,ปราจีนบุรี,PRACHIN BURI,กบินทร์บุรี,KABIN BURI,หนองกี่,NONG KI,2502.0,250211.0,police,สถานีตำรวจภูธรกบินทร์บุรี,,
76.0,1.0,2.0,เพชรบุรี,PHETCHABURI,เมืองเพชรบุรี,MUEANG PHETCHABURI,คลองกระแชง,KHLONG KRACHAENG,7601.0,760102.0,police,Phetchaburi Police Station,,
76.0,1.0,17.0,เพชรบุรี,PHETCHABURI,เมืองเพชรบุรี,MUEANG PHETCHABURI,หาดเจ้าสำราญ,HAT CHAO SAMRAN,7601.0,760117.0,police,สถานีตำรวจหาดเจ้าสำราญ,,
10.0,7.0,3.0,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,ปทุมวัน,PATHUM WAN,1007.0,100703.0,police,,,
36.0,13.0,4.0,ชัยภูมิ,CHAIYAPHUM,คอนสาร,KHON SAN,ห้วยยาง,HUAI YANG,3613.0,361304.0,police,,,
62.0,3.0,1.0,กำแพงเพชร,KAMPHAENG PHET,คลองลาน,KHLONG LAN,คลองน้ำไหล,KHLONG NAM LAI,6203.0,620301.0,police,,,
50.0,13.0,2.0,เชียงใหม่,CHIANG MAI,สันกำแพง,SAN KAMPHAENG,ทรายมูล,SAI MUN,5013.0,501302.0,police,สถานีตำรวจภูธร สันกำแพง,สถานีตำรวจภูธร สันกำแพง,
50.0,13.0,4.0,เชียงใหม่,CHIANG MAI,สันกำแพง,SAN KAMPHAENG,บวกค้าง,BUAK KHANG,5013.0,501304.0,police,หน่วยบริการประชาชน บ้านต้นดู่,หน่วยบริการประชาชน บ้านต้นดู่,
15.0,1.0,2.0,อ่างทอง,ANG THONG,เมืองอ่างทอง,MUEANG ANG THONG,บางแก้ว,BANG KAEO,1501.0,150102.0,police,ที่พักสายตรวจ ต.02,,
90.0,11.0,8.0,สงขลา,SONGKHLA,หาดใหญ่,HAT YAI,ฉลุง,CHALUNG,9011.0,901108.0,police,第九警署,,
95.0,1.0,2.0,ยะลา,YALA,เมืองยะลา,MUEANG YALA,บุดี,BU DI,9501.0,950102.0,police,กองกำกับการตำรวจตระเวนชายแดนที่44,,
84.0,5.0,3.0,สุราษฎร์ธานี,SURAT THANI,เกาะพะงัน,KO PHA-NGAN,เกาะเต่า,KO TAO,8405.0,840503.0,police,Koh Tao Police Station,,
50.0,23.0,4.0,เชียงใหม่,CHIANG MAI,แม่ออน,MAE ON,ห้วยแก้ว,HUAI KAEO,5023.0,502304.0,police,ป้อมตำรวจห้วยแก้ว,,
50.0,1.0,9.0,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,แม่เหียะ,MAE HIA,5001.0,500109.0,police,,,
67.0,1.0,1.0,เพชรบูรณ์,PHETCHABUN,เมืองเพชรบูรณ์,MUEANG PHETCHABUN,ในเมือง,NAI MUEANG,6701.0,670101.0,police,,,
41.0,11.0,3.0,อุดรธานี,UDON THANI,บ้านดุง,BAN DUNG,ดงเย็น,DONG YEN,4111.0,411103.0,police,,,
19.0,11.0,9.0,สระบุรี,SARABURI,มวกเหล็ก,MUAK LEK,ซับสนุ่น,SAP SANUN,1911.0,191109.0,police,,,
45.0,16.0,7.0,ร้อยเอ็ด,ROI ET,ศรีสมเด็จ,SI SOMDET,หนองแวงควง,NONG WAENG KHUANG,4516.0,451607.0,police,,,
47.0,9.0,1.0,สกลนคร,SAKON NAKHON,คำตากล้า,KHAM TA KLA,คำตากล้า,KHAM TA KLA,4709.0,470901.0,police,,,
47.0,5.0,1.0,สกลนคร,SAKON NAKHON,พังโคน,PHANG KHON,พังโคน,PHANG KHON,4705.0,470501.0,police,,,
47.0,4.0,1.0,สกลนคร,SAKON NAKHON,พรรณานิคม,PHANNA NIKHOM,พรรณา,PHANNA,4704.0,470401.0,police,,,
77.0,1.0,3.0,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,เมืองประจวบคีรีขันธ์,MUEANG PRACHUAP KHIRI KHAN,คลองวาฬ,KHLONG WAN,7701.0,770103.0,police,,,
49.0,7.0,5.0,มุกดาหาร,MUKDAHAN,หนองสูง,NONG SUNG,หนองสูงใต้,NONG SUNG TAI,4907.0,490705.0,police,,,
67.0,3.0,1.0,เพชรบูรณ์,PHETCHABUN,หล่มสัก,LOM SAK,หล่มสัก,LOM SAK,6703.0,670301.0,police,,,
83.0,1.0,7.0,ภูเก็ต,PHUKET,เมืองภูเก็ต,MUEANG PHUKET,ราไวย์,RAWAI,8301.0,830107.0,police,,,
10.0,30.0,1.0,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,ลาดยาว,LAT YAO,1030.0,103001.0,police,,,
46.0,1.0,1.0,กาฬสินธุ์,KALASIN,เมืองกาฬสินธุ์,MUEANG KALASIN,กาฬสินธุ์,KALASIN,4601.0,460101.0,police,Kalasin Provincial Police,,
12.0,6.0,3.0,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,บ้านใหม่,BAN MAI,1206.0,120603.0,police,,,
32.0,12.0,2.0,สุรินทร์,SURIN,สำโรงทาบ,SAMRONG THAP,หนองไผ่ล้อม,NONG PHAI LOM,3212.0,321202.0,police,,,
48.0,2.0,1.0,นครพนม,NAKHON PHANOM,ปลาปาก,PLA PAK,ปลาปาก,PLA PAK,4802.0,480201.0,police,,,
21.0,7.0,1.0,ระยอง,RAYONG,เขาชะเมา,KHAO CHAMAO,น้ำเป็น,NAM PEN,2107.0,210701.0,police,,,
48.0,8.0,1.0,นครพนม,NAKHON PHANOM,ศรีสงคราม,SI SONGKHRAM,ศรีสงคราม,SI SONGKHRAM,4808.0,480801.0,police,,,
48.0,3.0,4.0,นครพนม,NAKHON PHANOM,ท่าอุเทน,THA UTHEN,ไชยบุรี,CHAI BURI,4803.0,480304.0,police,Border Patrol Police Company 237,,
45.0,15.0,1.0,ร้อยเอ็ด,ROI ET,เมยวดี,MOEI WADI,เมยวดี,MOEI WADI,4515.0,451501.0,police,,,
47.0,7.0,2.0,สกลนคร,SAKON NAKHON,นิคมน้ำอูน,NIKHOM NAM UN,หนองปลิง,NONG PLING,4707.0,470702.0,police,,,
46.0,14.0,3.0,กาฬสินธุ์,KALASIN,ห้วยผึ้ง,HUAI PHUENG,นิคมห้วยผึ้ง,NIKHOM HUAI PHUENG,4614.0,461403.0,police,,,
96.0,10.0,1.0,นราธิวาส,NARATHIWAT,สุไหงโก-ลก,SU-NGAI KOLOK,สุไหงโก-ลก,SU-NGAI KOLOK,9610.0,961001.0,police,Traffic Police,,
83.0,1.0,8.0,ภูเก็ต,PHUKET,เมืองภูเก็ต,MUEANG PHUKET,กะรน,KARON,8301.0,830108.0,police,,,
81.0,1.0,15.0,กระบี่,KRABI,เมืองกระบี่,MUEANG KRABI,ไสไทย,SAI THAI,8101.0,810115.0,police,สถานีตำรวจน้ำจังหวัดกระบี่,สถานีตำรวจน้ำจังหวัดกระบี่,
81.0,1.0,1.0,กระบี่,KRABI,เมืองกระบี่,MUEANG KRABI,ปากน้ำ,PAK NAM,8101.0,810101.0,police,สถานีตำรวจภูธรเมืองกระบี่,สถานีตำรวจภูธรเมืองกระบี่,
32.0,5.0,1.0,สุรินทร์,SURIN,ปราสาท,PRASAT,กังแอน,KANG AEN,3205.0,320501.0,police,,,
62.0,11.0,1.0,กำแพงเพชร,KAMPHAENG PHET,โกสัมพีนคร,KOSAMPHI NAKHON,โกสัมพี,KOSAMPHI,6211.0,621101.0,police,ศูนย์ปฏิบัติการจราจรโกสัมพีนคร,ศูนย์ปฏิบัติการจราจรโกสัมพีนคร,
77.0,7.0,1.0,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,หัวหิน,HUA HIN,หัวหิน,HUA HIN,7707.0,770701.0,police,Hua Hin Railway Police,,
50.0,1.0,2.0,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,พระสิงห์,PHRA SING,5001.0,500102.0,post_office,EMS,,
50.0,1.0,8.0,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,สุเทพ,SUTHEP,5001.0,500108.0,post_office,,,
10.0,33.0,1.0,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คลองเตย,KHLONG TOEI,1033.0,103301.0,post_office,,,
50.0,11.0,1.0,เชียงใหม่,CHIANG MAI,พร้าว,PHRAO,เวียง,WIANG,5011.0,501101.0,post_office,,,
30.0,15.0,1.0,นครราชสีมา,NAKHON RATCHASIMA,พิมาย,PHIMAI,ในเมือง,NAI MUEANG,3015.0,301501.0,post_office,,,
76.0,4.0,1.0,เพชรบุรี,PHETCHABURI,ชะอำ,CHA-AM,ชะอำ,CHA-AM,7604.0,760401.0,post_office,Narathip Post Office,,
40.0,1.0,14.0,ขอนแก่น,KHON KAEN,เมืองขอนแก่น,MUEANG KHON KAEN,ศิลา,SILA,4001.0,400114.0,post_office,ศูนย์ไปรษณีย์ขอนแก่น,ศูนย์ไปรษณีย์ขอนแก่น,
84.0,4.0,7.0,สุราษฎร์ธานี,SURAT THANI,เกาะสมุย,KO SAMUI,แม่น้ำ,MAENAM,8404.0,840407.0,post_office,Post Office Maenam,,
34.0,4.0,1.0,อุบลราชธานี,UBON RATCHATHANI,เขื่องใน,KHUEANG NAI,เขื่องใน,KHUEANG NAI,3404.0,340401.0,post_office,,,
10.0,7.0,2.0,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,วังใหม่,WANG MAI,1007.0,100702.0,post_office,,,
